Edad	RangoEdad	Sexo	EstadoCivil	TipoLocalidad	Comuna	Zona	Estrato	TipoVivienda	TiempoEnMedellin	PersonasConLasQueVive	AfiliacionSalud	NivelEstudio	Estudia	ValoracionOportunidadesDeLaCiudadParaEstudiar	ValoracionInstitucionEnHabilidadesDelMundoLaboral	ImpactoProfesoresEnLaVida	Trabaja	PercepcionOfertaLaboral	GastoSemanalTransporte	GastoSemanalRumba	GastoSemanalObligacionesFamiliares	EdadALaQueTuvoPrimerHijo	EdadPrimeraRelacionSexual	ConsumoDrogas	ConsumoCigarrillo	ConsumoLicor	FrecuenciaEjercicio	FrecuenciaLectura	ParticipacionMarchas	ActividadesComunitarias	ParticipacionVoluntariados	ParticipacionGrupoJuvenil
21	18-21	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Tecnologia Completa	No	Muy favorable	Muy favorable	Ni favorable/ Ni desfavorable	No	Ni buena/ Ni mala	0	0	0	No Aplica	19	No	No	Si	Casi Siempre	Casi Siempre	No	No	No	Si
26	22-26	Mujer	Separado(a) o divorciado(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 11	No	Ni favorable/ Ni desfavorable	Favorable	Favorable	Si	Buena	0	0	0	22	17	No	No	No	Nunca	Nunca	No	No	No	Si
22	22-26	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	7 personas	Beneficiario	Grado 11	No	Muy favorable	Muy favorable	Desfavorable	Si	Ni buena/ Ni mala	0	0	0	No Aplica	16	No	No	Si	Casi nunca	Casi nunca	No	No	No	No
24	22-26	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	Alquilado	Siempre	3 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Muy favorable	Muy favorable	Si	Mala	0	0	0	16	13	Si	Si	Si	Nunca	Casi Siempre	No	No	No	No
20	18-21	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	2 personas	Subsidiado/ Sisben	Tecnica incompleta o en curso	Si	Favorable	Favorable	Muy favorable	No	Muy Mala	0	0	0	No Aplica	15	No	No	Si	Casi nunca	Casi nunca	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 8	Si	Ni favorable/ Ni desfavorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Muy buena	0	0	0	No Aplica	No Aplica	No	Si	Si	A veces	A veces	No	No	No	Si
19	18-21	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	7 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Favorable	Favorable	Si	Ni buena/ Ni mala	0	0	0	17	16	No	No	No	A veces	Casi Siempre	No	No	No	Si
16	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Siempre	8 personas	Subsidiado/ Sisben	Grado 9	Si	Muy favorable	Muy favorable	Desfavorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	No	Casi nunca	A veces	No	No	No	Si
17	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 11	Si	Favorable	Favorable	Favorable	No	Buena	0	0	0	No Aplica	13	No	No	Si	A veces	A veces	Si	Si	No	Si
16	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Siempre	10 personas	Subsidiado/ Sisben	Grado 9	No	Favorable	Favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	14	Si	Si	No	A veces	Casi Siempre	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	Alquilado	Siempre	3 personas	Subsidiado/ Sisben	Grado 11	Si	Favorable	Muy favorable	Ni favorable/ Ni desfavorable	Si	Muy Mala	0	0	0	No Aplica	16	No	No	Si	Siempre	Siempre	No	No	No	No
23	22-26	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	2 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Favorable	Favorable	Si	Muy buena	0	0	0	No Aplica	16	Si	Si	Si	Casi Siempre	Casi nunca	No	No	No	No
24	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	Alquilado	De 1 a 5 anos	8 personas	Beneficiario	Grado 6	No	Favorable	Favorable	Favorable	No	Mala	0	0	0	24	17	No	No	No	A veces	A veces	No	No	No	Si
24	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Siempre	3 personas	Subsidiado/ Sisben	Grado 11	No	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	No	Mala	0	0	0	18	13	No	No	No	A veces	Nunca	No	No	No	Si
19	18-21	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	De 5 a 10 anos	2 personas	Subsidiado/ Sisben	Tecnica Completa	No	Favorable	Favorable	Favorable	Si	Muy Mala	0	0	0	No Aplica	15	Si	Si	Si	A veces	Siempre	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 8	Si	Muy favorable	Muy favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	14	No	No	Si	A veces	Siempre	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 9	No	Favorable	Favorable	Favorable	No	Ni buena/ Ni mala	0	0	0	No Aplica	12	Si	Si	Si	Nunca	Nunca	No	No	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Cotizante	Tecnica Completa	No	Favorable	Favorable	Favorable	Si	Muy buena	0	0	0	19	10	No	Si	Si	Siempre	Siempre	No	No	No	Si
20	18-21	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Siempre	4 personas	Beneficiario	Tecnologia Incompleta o en curso	Si	Muy favorable	Muy favorable	Muy favorable	No	Mala	0	0	0	No Aplica	17	No	No	No	Siempre	Siempre	No	No	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Mas de 10 anos	3 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Favorable	Favorable	No	Muy Mala	0	0	0	No Aplica	10	Si	Si	Si	Siempre	Casi Siempre	Si	Si	No	Si
17	14-17	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Menos de 1 ano	3 personas	Beneficiario	Grado 11	No	Muy favorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	15	No	No	No	A veces	Casi nunca	No	No	No	Si
18	18-21	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	3 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Mala	0	0	0	No Aplica	16	No	Si	Si	Siempre	A veces	No	No	No	No
22	22-26	Mujer	Casado(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	Alquilado	Mas de 10 anos	2 personas	Subsidiado/ Sisben	Grado 7	No	Favorable	Favorable	Favorable	Si	Muy Mala	0	0	0	No Aplica	17	No	Si	Si	Casi nunca	Casi Siempre	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	5 personas	Subsidiado/ Sisben	Grado 9	Si	Favorable	Muy favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	No	Casi Siempre	Casi nunca	No	No	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Mas de 10 anos	3 personas	Subsidiado/ Sisben	Grado 10	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	15	No	No	Si	Siempre	Casi Siempre	No	No	No	No
22	22-26	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	2 personas	Cotizante	Tecnologia Incompleta o en curso	No	Favorable	Favorable	Favorable	Si	Ni buena/ Ni mala	0	0	0	18	15	No	Si	Si	Siempre	A veces	No	No	No	No
19	18-21	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Prestado por un familiar o amigo	Siempre	3 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Desfavorable	Favorable	Favorable	Nunca he trabajado	Mala	0	0	0	No Aplica	No Aplica	Si	Si	Si	Casi nunca	A veces	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Siempre	5 personas	Beneficiario	Grado 8	Si	Favorable	Favorable	Muy favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	Si	Casi nunca	Casi nunca	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	De 5 a 10 anos	4 personas	Subsidiado/ Sisben	Grado 7	Si	Favorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Mala	0	0	0	No Aplica	14	Si	No	No	Casi Siempre	A veces	No	No	No	Si
19	18-21	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 3	Alquilado	Siempre	5 personas	Beneficiario	Tecnica incompleta o en curso	Si	Muy favorable	Muy favorable	Muy favorable	No	Ni buena/ Ni mala	0	0	0	No Aplica	17	No	No	Si	Siempre	A veces	No	No	No	Si
14	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	5 personas	Subsidiado/ Sisben	Grado 9	Si	Muy favorable	Favorable	Muy favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	Si	A veces	Nunca	No	No	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	De 5 a 10 anos	5 personas	Subsidiado/ Sisben	Tecnica incompleta o en curso	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	14	No	No	Si	A veces	A veces	No	No	No	Si
15	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 8	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	14	No	No	Si	Casi Siempre	A veces	No	No	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	De 5 a 10 anos	6 personas	Subsidiado/ Sisben	Tecnologia Incompleta o en curso	No	Favorable	Muy favorable	Favorable	Si	Mala	0	0	0	No Aplica	14	No	Si	Si	Siempre	Casi nunca	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	6 personas	Beneficiario	Grado 7	Si	Favorable	Favorable	Favorable	Si	Nunca ha realizado	0	0	0	No Aplica	No Aplica	Si	Si	Si	Casi Siempre	Nunca	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	3 personas	Subsidiado/ Sisben	Grado 9	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	13	Si	Si	Si	Siempre	A veces	Si	Si	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tu propiedad	Siempre	3 personas	Cotizante	Grado 11	Si	Favorable	Favorable	Favorable	Si	Muy Mala	0	0	0	16	16	No	Si	Si	Casi Siempre	Casi Siempre	Si	No	No	Si
15	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 9	Si	Favorable	Favorable	Favorable	Si	Buena	0	0	0	No Aplica	14	Si	Si	Si	Siempre	A veces	No	No	No	No
22	22-26	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	Prestado por un familiar o amigo	Siempre	7 personas	Subsidiado/ Sisben	Grado 4	No	Favorable	Favorable	Favorable	Si	Buena	0	0	0	17	14	No	Si	Si	Nunca	Nunca	No	No	No	Si
14	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Mas de 10 anos	2 personas	Subsidiado/ Sisben	Grado 8	Si	Muy favorable	Muy favorable	Muy favorable	Si	Buena	0	0	0	No Aplica	No Aplica	Si	No	Si	Casi Siempre	Casi Siempre	No	No	No	Si
21	18-21	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	Alquilado	De 1 a 5 anos	3 personas	Subsidiado/ Sisben	Grado 11	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	No	Mala	0	0	0	18	16	No	No	No	Casi nunca	Casi nunca	No	No	No	No
24	22-26	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	6 personas	Subsidiado/ Sisben	Grado 9	No	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	No	Mala	0	0	0	No Aplica	15	Si	Si	Si	Casi nunca	Casi nunca	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 9	No	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Si	Mala	0	0	0	No Aplica	No Aplica	No	No	No	A veces	Casi nunca	No	No	No	No
23	22-26	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	3 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Favorable	Favorable	No	Mala	0	0	0	No Aplica	18	No	No	No	Casi Siempre	A veces	No	No	No	No
23	22-26	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	Alquilado	Siempre	5 personas	Subsidiado/ Sisben	No sabe/ No informa	Nunca ha estudiado	Desfavorable	0	0	Si	Mala	0	0	0	15	13	No	Si	Si	Casi nunca	Casi nunca	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	Mas de 10 personas	Beneficiario	Grado 9	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	No	Casi nunca	Siempre	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	Mas de 10 personas	Subsidiado/ Sisben	Grado 11	No	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Mala	0	0	0	17	15	No	No	No	Casi nunca	Casi nunca	No	No	No	No
23	22-26	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	5 personas	Subsidiado/ Sisben	Grado 4	No	Desfavorable	Desfavorable	Desfavorable	Si	Mala	0	0	0	19	19	No	No	No	Nunca	Nunca	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	5 personas	Subsidiado/ Sisben	Grado 7	Si	Muy favorable	Favorable	Favorable	Nunca he trabajado	Mala	0	0	0	No Aplica	12	No	No	No	A veces	Casi Siempre	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 6	No	Muy favorable	Favorable	Favorable	Nunca he trabajado	Mala	0	0	0	No Aplica	10	No	No	Si	Casi Siempre	Casi nunca	No	No	No	No
24	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 11	No	Muy favorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	No	Ni buena/ Ni mala	0	0	0	15	15	No	Si	Si	Nunca	Nunca	No	No	No	No
23	22-26	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Menos de 1 ano	4 personas	Subsidiado/ Sisben	Grado 9	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Muy Mala	0	0	0	No Aplica	No Aplica	No	No	No	Casi Siempre	Siempre	No	No	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	6 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Muy favorable	Favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	14	No	No	Si	Casi Siempre	Siempre	Si	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 8	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Mala	0	0	0	No Aplica	13	No	No	No	Casi Siempre	Casi Siempre	No	No	No	No
14	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 1	Prestado por un familiar o amigo	Siempre	6 personas	Beneficiario	Grado 6	No	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	13	No	No	No	Casi nunca	Nunca	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	7 personas	Beneficiario	Grado 7	No	Ni favorable/ Ni desfavorable	Desfavorable	Muy desfavorable	Nunca he trabajado	Mala	0	0	0	No Aplica	15	No	No	No	Casi nunca	Casi nunca	No	No	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Prestado por un familiar o amigo	Mas de 10 anos	3 personas	Subsidiado/ Sisben	Tecnica Completa	No	Favorable	Ni favorable/ Ni desfavorable	Favorable	No	Mala	0	0	0	No Aplica	15	No	No	No	A veces	Casi Siempre	No	No	No	Si
17	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	5 personas	Beneficiario	Grado 10	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Mala	0	0	0	No Aplica	15	No	No	No	Casi Siempre	Casi nunca	Si	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 9	Si	Ni favorable/ Ni desfavorable	Favorable	Favorable	No	Mala	0	0	0	No Aplica	No Aplica	No	No	Si	Siempre	Nunca	No	No	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 3	Prestado por un familiar o amigo	Siempre	4 personas	Subsidiado/ Sisben	Grado 10	No	Ni favorable/ Ni desfavorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	15	No	No	No	Casi nunca	Casi nunca	No	No	No	No
25	22-26	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	De 5 a 10 anos	5 personas	Beneficiario	Grado 11	No	Favorable	Favorable	Ni favorable/ Ni desfavorable	Si	Mala	0	0	0	No Aplica	15	No	No	Si	Nunca	Nunca	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	3 personas	Beneficiario	Grado 9	Si	Favorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	Casi nunca	No	Si	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	3 personas	Beneficiario	Grado 9	Si	Muy favorable	Favorable	Favorable	Nunca he trabajado	Muy buena	10000	0	0	No Aplica	No Aplica	No	No	No	Casi Siempre	Casi Siempre	No	No	Si	No
16	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	3 personas	Beneficiario	Grado 8	Si	Ni favorable/ Ni desfavorable	Favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	14	No	No	Si	Casi Siempre	Casi nunca	No	No	No	Si
17	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	5 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	Si	Ni buena/ Ni mala	0	0	0	No Aplica	16	No	No	No	Casi Siempre	Casi Siempre	No	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 9	Si	Desfavorable	Ni favorable/ Ni desfavorable	Muy favorable	Si	Buena	0	0	0	No Aplica	13	Si	Si	Si	Casi Siempre	Casi nunca	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Prestado por un familiar o amigo	Siempre	4 personas	Beneficiario	Grado 11	Si	Favorable	Ni favorable/ Ni desfavorable	Favorable	No	Mala	0	0	0	No Aplica	15	Si	Si	Si	A veces	Casi Siempre	Si	No	No	Si
16	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Prestado por un familiar o amigo	Siempre	5 personas	Subsidiado/ Sisben	Grado 8	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Muy favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	Casi nunca	No	Si	No	Si
25	22-26	Mujer	Casado(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Menos de 1 ano	2 personas	Beneficiario	Grado 11	No	Favorable	Favorable	Favorable	No	Buena	0	0	0	No Aplica	23	No	No	Si	A veces	Casi Siempre	No	No	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	8 personas	Subsidiado/ Sisben	Grado 7	Si	Muy favorable	Desfavorable	Favorable	Nunca he trabajado	Muy buena	0	0	0	No Aplica	No Aplica	No	No	No	Siempre	Casi Siempre	Si	No	No	Si
16	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Siempre	2 personas	Subsidiado/ Sisben	Grado 8	Si	Favorable	Muy favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	Casi nunca	No	No	No	No
18	18-21	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 10	Si	Muy favorable	Favorable	Favorable	No	Muy buena	0	0	0	No Aplica	13	No	No	Si	A veces	A veces	No	No	No	No
26	22-26	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	De 5 a 10 anos	Vive solo	Ninguno	Grado 11	No	Muy favorable	Favorable	Favorable	Si	Mala	0	0	0	No Aplica	13	No	Si	No	Siempre	Siempre	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Menos de 1 ano	5 personas	Subsidiado/ Sisben	Grado 8	Si	Favorable	Muy favorable	Favorable	Nunca he trabajado	Muy Mala	0	0	0	No Aplica	15	No	No	Si	Casi Siempre	Casi nunca	No	No	No	No
18	18-21	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	2 personas	Beneficiario	Grado 10	Si	Favorable	Muy favorable	Favorable	Nunca he trabajado	Muy buena	0	0	0	No Aplica	15	No	No	Si	Casi Siempre	Casi nunca	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Siempre	5 personas	Subsidiado/ Sisben	Grado 6	Si	Muy favorable	Favorable	Favorable	No	Buena	0	0	0	No Aplica	No Aplica	No	No	No	Nunca	A veces	No	No	No	Si
16	14-17	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Prestado por un familiar o amigo	De 5 a 10 anos	4 personas	Beneficiario	Grado 11	Si	Favorable	Desfavorable	Favorable	Nunca he trabajado	Mala	10000	0	70000	15	14	No	No	No	A veces	Casi nunca	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	Doce de Octubre	NOROCCIDENTAL	Estrato 2	Alquilado	Siempre	6 personas	Subsidiado/ Sisben	Grado 11	Si	Muy favorable	Favorable	Favorable	No	Muy buena	0	0	0	No Aplica	15	No	No	No	Siempre	Casi Siempre	No	No	No	No
